t,mRNA_R,A,R,PrmA,PrmR,C,PrmA_bound,PrmR_bound,mRNA_A_
1.27500000000000000E+02,5.25055474704234047E-03,1.85134164023527531E-01,8.49371271529045365E-04,1.23604801790642944E-04,1.88207135388518588E-04,1.62218428424544370E-01,2.72819631513581437E-04,2.08217297915704952E-04,1.34799568389975533E-02
1.28000000000000000E+02,9.40392991901516963E-03,3.25059851524028331E-01,5.81815122737633166E-04,8.08512553700905547E-05,1.34263311850264333E-04,1.80675855867790558E-01,3.15573177934133989E-04,2.62161121453959207E-04,1.59085085214744452E-02
1.28500000000000000E+02,1.34131155862181640E-02,4.21028223712299143E-01,5.44687149010431135E-04,6.53590882229882365E-05,1.12204037141142035E-04,2.09274623136607496E-01,3.31065345081236226E-04,2.84220396163081519E-04,1.67771829091747267E-02
1.29000000000000000E+02,1.68486704686623585E-02,4.69213468738355677E-01,5.85933210766227024E-04,5.96186224803706182E-05,1.03645757640697089E-04,2.47139475639014700E-01,3.36805810823853993E-04,2.92778675663526479E-04,1.71024710113376020E-02
1.29500000000000000E+02,1.96273469619118249E-02,4.79420730593325017E-01,6.76262413932152725E-04,5.85159172250824646E-05,1.01979412832404621E-04,2.92717642837428516E-01,3.37908516079142086E-04,2.94445020471818906E-04,1.71871915830136730E-02
1.30000000000000000E+02,2.17736681439263877E-02,4.61638083055441684E-01,8.14300161744581060E-04,6.04101046048716796E-05,1.04847263559857066E-04,3.44383502474811254E-01,3.36014328699352986E-04,2.91577169744366353E-04,1.71269240467263467E-02
1.30500000000000000E+02,2.33368432900731698E-02,4.23512832157332875E-01,1.01277459817981160E-03,6.49390889891550302E-05,1.11605255315676044E-04,4.00598942548638870E-01,3.31485344315069635E-04,2.84819177988547361E-04,1.69471288586064625E-02
1.31000000000000000E+02,2.43570442942587367E-02,3.70272953896455870E-01,1.30220783063545722E-03,7.25399219052906509E-05,1.22654060112415027E-04,4.59922605406887619E-01,3.23884511398933974E-04,2.73770373191808297E-04,1.66352356609666893E-02
1.31500000000000000E+02,2.48437707373151441E-02,3.04964898075593127E-01,1.75235049387538889E-03,8.46995840646840920E-05,1.39608595248826923E-04,5.20935935014126827E-01,3.11724849239540492E-04,2.56815838055396482E-04,1.61356991154193406E-02
1.32000000000000000E+02,2.47436307214340956E-02,2.28237483439921146E-01,2.55724534409833976E-03,1.05444514287899582E-04,1.66657882655458692E-04,5.82039227731291908E-01,2.90979919016324813E-04,2.29766550648764740E-04,1.52984665180857064E-02
1.32500000000000000E+02,2.38433482115790497E-02,1.36335875449062532E-01,4.57700942733414023E-03,1.49001149618555045E-04,2.16887661116082125E-04,6.40627368741710335E-01,2.47423283685669227E-04,1.79536772188141307E-04,1.36256927049320156E-02
1.33000000000000000E+02,2.12576424479282641E-02,1.86904280250067348E-02,2.59926398246993554E-02,3.13350087423597008E-04,3.52759664847378338E-04,6.75171478176264328E-01,8.30743458806273462E-05,4.36647684568448297E-05,7.99892357111509772E-03
1.33500000000000000E+02,1.67215241454590942E-02,3.75542388944784939E-04,2.42969505372627348E-01,3.94544870517041842E-04,3.95507868717438012E-04,4.92781293595055681E-01,1.87956278718240429E-06,9.16564586785154129E-07,2.18795838096353182E-03
1.34000000000000000E+02,1.30385786428175183E-02,2.10649042739289086E-04,4.00220000537701515E-01,3.95408905884875284E-04,3.95919182594944808E-04,3.39566431926317192E-01,1.01552741934892114E-06,5.05250709278716594E-07,2.03255523301870645E-03
1.34500000000000000E+02,1.01662006802308649E-02,1.75112984230734348E-04,4.78450856005894432E-01,3.95586350726876541E-04,3.96005906737683852E-04,2.45747625945199111E-01,8.38082577347504877E-07,4.18526566539874938E-07,2.02094064163568831E-03
1.35000000000000000E+02,7.92809285249268525E-03,1.64524347217430682E-04,5.08339633593708928E-01,3.95639541143588095E-04,3.96031832964749777E-04,1.88713718422494847E-01,7.84892160636030406E-07,3.92600339474104954E-07,2.01774431136376086E-03
1.35500000000000000E+02,6.18479415651721192E-03,1.64101095027241765E-04,5.09449721519559917E-01,3.95642947813834285E-04,3.96033186800075849E-04,1.54083997549842588E-01,7.81485490389807782E-07,3.91246504147925341E-07,2.01723025462357836E-03
1.36000000000000000E+02,4.82724990754527811E-03,1.69323414027579261E-04,4.93878960939450551E-01,3.95618982702819271E-04,3.96020960827039642E-04,1.33080234242477696E-01,8.05450601404799599E-07,4.03472477184090261E-07,2.01809500077985244E-03
1.36500000000000000E+02,3.77037523032221558E-03,1.78400342680402635E-04,4.69086582866457047E-01,3.95576466699249147E-04,3.95999496932554907E-04,1.20361921852427139E-01,8.47966604974886593E-07,4.24936371668943009E-07,2.01985545977108544E-03
1.37000000000000000E+02,2.94784163908559747E-03,1.90538976540121280E-04,4.39657862586826376E-01,3.95519305672901154E-04,3.95970717594760786E-04,1.12683394837649956E-01,9.05127631322820232E-07,4.53715709463104267E-07,2.02230230741593398E-03
1.37500000000000000E+02,2.30796380695455060E-03,2.05392596238732962E-04,4.08394804061480987E-01,3.95449219094498974E-04,3.95935466651829574E-04,1.08073182070516319E-01,9.75214209724812211E-07,4.88966652394244228E-07,2.02534247408489229E-03
1.38000000000000000E+02,1.81047754115527489E-03,2.22849239139417260E-04,3.76990229138705280E-01,3.95366788960706522E-04,3.95894022481309174E-04,1.05334269842588438E-01,1.05764434351750628E-06,5.30410822914599720E-07,2.02894109038019230E-03
1.38500000000000000E+02,1.42402322954158253E-03,2.42934062753712209E-04,3.46445290318875887E-01,3.95271929712010005E-04,3.95846334459522243E-04,1.03740245903900435E-01,1.15250359221400868E-06,5.78098844701618206E-07,2.03309687812247347E-03
1.39000000000000000E+02,1.12418126383356191E-03,2.65768800083627762E-04,3.17329046414461580E-01,3.95164098578417822E-04,3.95792121348993633E-04,1.02850615226217496E-01,1.26033472580624058E-06,6.32311955230234381E-07,2.03783049332170946E-03
1.39500000000000000E+02,8.91942337803179803E-04,2.91548018131954306E-04,2.89940401390201830E-01,3.95042404477472637E-04,3.95730927971750068E-04,1.02398681016897281E-01,1.38202882675146394E-06,6.93505332473754397E-07,2.04317906757595568E-03
1.40000000000000000E+02,7.12513953010638517E-04,3.20530615705975756E-04,2.64409737308597237E-01,3.94905665017240576E-04,3.95662151722405331E-04,1.02223429764591797E-01,1.51876828698347780E-06,7.62281581818467064E-07,2.04919346983968836E-03
1.40500000000000000E+02,5.74390598221610196E-04,3.53038180572159618E-04,2.40763020440748904E-01,3.94752395156052903E-04,3.95585033276992437E-04,1.02228167655790986E-01,1.67203814817109275E-06,8.39400027231292885E-07,2.05593730117620711E-03
1.41000000000000000E+02,4.68629972195443428E-04,3.89447686513277934E-04,2.18962400779338762E-01,3.94580852083699124E-04,3.95498688903392218E-04,1.02355451417298016E-01,1.84358122052506712E-06,9.25744400831434521E-07,2.06348701991644363E-03
1.41500000000000000E+02,3.88289409437959769E-04,4.30215561402654142E-04,1.98932104601785398E-01,3.94388962086621652E-04,3.95402058818249201E-04,1.02571859620088621E-01,2.03547121760261727E-06,1.02237448597439857E-06,2.07193265110579847E-03
1.42000000000000000E+02,3.27987421016016716E-04,4.75865718982864359E-04,1.80574951535515560E-01,3.94174315621801654E-04,3.95293914747256632E-04,1.02858809042074173E-01,2.25011768242252824E-06,1.13051855696700711E-06,2.08138004288505518E-03
1.42500000000000000E+02,2.83562717732452904E-04,5.27015004684769101E-04,1.63782958121236388E-01,3.93934091882133168E-04,3.95172812355441003E-04,1.03206983720546999E-01,2.49034142209087713E-06,1.25162094878270586E-06,2.09195160555070104E-03
1.43000000000000000E+02,2.51808078613239357E-04,5.84387576877504872E-04,1.48444077603008734E-01,3.93665000713951053E-04,3.95037067150717867E-04,1.03613011193889867E-01,2.75943259027297379E-06,1.38736615350581291E-06,2.10379113555237730E-03
1.43500000000000000E+02,2.30266735672031507E-04,6.48837275016798378E-04,1.34446442632737861E-01,3.93363172940215243E-04,3.94884693571198435E-04,1.04077517009029757E-01,3.06126036400875115E-06,1.53973973302519741E-06,2.11706728091609229E-03
1.44000000000000000E+02,2.17073794662289016E-04,7.21379771887981015E-04,1.21680991893619070E-01,3.93024025020010596E-04,3.94713334369893847E-04,1.04604018061351695E-01,3.40040828421345872E-06,1.71109893432974925E-06,2.13197942530772349E-03
1.44500000000000000E+02,2.10835457023455657E-04,8.03234770879689836E-04,1.10042990352961112E-01,3.92642079025130094E-04,3.94520165874341644E-04,1.05198366284840625E-01,3.78235427909390064E-06,1.90426742988197224E-06,2.14876540351827041E-03
1.45000000000000000E+02,2.10532089949295743E-04,8.95886997292103427E-04,9.94327633000564592E-02,3.92210702127036728E-04,3.94301759901643188E-04,1.05868531265109367E-01,4.21373117718722891E-06,2.12267340258039152E-06,2.16771234623493701E-03
1.45500000000000000E+02,2.15456624573109640E-04,1.00117095231072508E-03,8.97559757502230660E-02,3.91721740250357796E-04,3.94053891728616732E-04,1.06624737544440046E-01,4.70269305386620553E-06,2.37054157560687215E-06,2.18917250452516738E-03
1.46000000000000000E+02,2.25163120594354475E-04,1.12139809184566650E-03,8.09234398260044174E-02,3.91164973318613150E-04,3.93771251620397649E-04,1.07479793415387700E-01,5.25945998561091850E-06,2.65318168382599096E-06,2.21358527288583731E-03
1.46500000000000000E+02,2.39438005861860876E-04,1.25955449247597425E-03,7.28505884571385570E-02,3.90527311610014969E-04,3.93447010842198940E-04,1.08449744234069945E-01,5.89712169420906464E-06,2.97742246202480454E-06,2.24151044242767083E-03
1.47000000000000000E+02,2.58289707897577721E-04,1.41958640050057695E-03,6.54565427209223283E-02,3.89791496073487961E-04,3.93072156462913704E-04,1.09554951789749305E-01,6.63293723073612775E-06,3.35227684130991858E-06,2.27368397680908184E-03
1.47500000000000000E+02,2.81960418094152497E-04,1.60694257708391764E-03,5.86627062314375863E-02,3.88933961465923043E-04,3.92634311473274414E-04,1.10821774819554797E-01,7.49047183830106031E-06,3.79012183094922464E-06,2.31110090712676646E-03
1.48000000000000000E+02,3.10968501018659836E-04,1.82943700210408443E-03,5.23904922519709687E-02,3.87921097611672436E-04,3.92115778422539652E-04,1.12285322279468122E-01,8.50333569255169782E-06,4.30865488168403252E-06,2.35516943075995836E-03
1.48500000000000000E+02,3.46203925301222747E-04,2.09894672491702091E-03,4.65576072910015501E-02,3.86702291347689733E-04,3.91489786177663733E-04,1.13994143196884654E-01,9.72214195653438864E-06,4.93464712655996861E-06,2.40798693068799280E-03
1.49000000000000000E+02,3.89125081381249381E-04,2.43487570175568739E-03,4.10713778454318210E-02,3.85195696409507279E-04,3.90712828161906547E-04,1.16018734179043653E-01,1.12287368947168245E-05,5.71160514231720611E-06,2.47289771387061968E-03
1.49500000000000000E+02,4.42174664337620057E-04,2.87206916464689864E-03,3.58158470437445475E-02,3.83256166437421575E-04,3.89707281771266517E-04,1.18467901341975379E-01,1.31682668668024533E-05,6.71715153295715208E-06,2.55572536546808419E-03
1.50000000000000000E+02,5.09755823652483973E-04,3.48182120739831159E-03,3.06241065741574663E-02,3.80591890972261304E-04,3.88315785581480480E-04,1.21523461462086813E-01,1.58325423319627791E-05,8.10864772274318572E-06,2.66789338365706246E-03
1.50500000000000000E+02,6.00907312515846235E-04,4.43999017979799203E-03,2.52125985437974681E-02,3.76501783298239644E-04,3.86155510551263272E-04,1.25521474193529520E-01,1.99226500059844586E-05,1.02689227529602834E-05,2.83591530094021464E-03
1.51000000000000000E+02,7.38635529701421362E-04,6.32497865697449063E-03,1.90161400282855657E-02,3.68786009768607434E-04,3.81998458414581886E-04,1.31156558275514340E-01,2.76384235356166077E-05,1.44259748896418226E-05,3.13886987884919987E-03
1.51500000000000000E+02,1.00715228225209267E-03,1.21626728557525463E-02,1.09864865043030179E-02,3.47154871768146729E-04,3.69799296343717768E-04,1.39801352083561037E-01,4.92695615360772658E-05,2.66251369605060129E-05,3.92232269136087719E-03
1.52000000000000000E+02,1.87605362987540566E-03,4.51200025469894947E-02,3.10053707822109019E-03,2.60422297838475733E-04,3.13305455590482328E-04,1.50382291039598104E-01,1.36002135465748106E-04,8.31189777137418084E-05,7.02933967740883986E-03
1.52500000000000000E+02,4.59302473271560631E-03,1.59408306867869914E-01,9.59597752611163028E-04,1.36914874740440751E-04,2.03200881277438482E-04,1.59992309738119620E-01,2.59509558563782844E-04,1.93223552026785818E-04,1.27472228285687092E-02
1.53000000000000000E+02,8.67265527443572028E-03,3.03335752095318711E-01,6.02914552582039230E-04,8.54371518131525053E-05,1.40516989497751322E-04,1.76748196123494433E-01,3.10987281491071320E-04,2.55907443806473005E-04,1.56480081110953947E-02
1.53500000000000000E+02,1.27538014552442298E-02,4.08021734896975463E-01,5.43875792732127859E-04,6.71015794654287318E-05,1.14759721756186857E-04,2.03614680522376551E-01,3.29322853838795080E-04,2.81664711548037443E-04,1.66801898337115041E-02
1.54000000000000000E+02,1.63000049318528621E-02,4.63888254023184510E-01,5.74964749271299810E-04,6.02039940457627627E-05,1.04528242434237547E-04,2.39977520235401504E-01,3.36220439258461178E-04,2.91896190869986739E-04,1.70678104149885115E-02
1.54500000000000000E+02,1.91922856454759191E-02,4.79910156173968483E-01,6.57344315510968290E-04,5.84680870583853386E-05,1.01906174512610996E-04,2.84336457418669475E-01,3.37956346245838737E-04,2.94518258791613479E-04,1.71843405511252802E-02
1.55000000000000000E+02,2.14448120956689386E-02,4.66359701386282133E-01,7.86575787936642226E-04,5.98936156667349571E-05,1.04067949784992765E-04,3.35060415676064149E-01,3.36530817637488997E-04,2.92356483519231670E-04,1.71461031145322233E-02
1.55500000000000000E+02,2.31056470536512085E-02,4.31321844726104964E-01,9.73023710722337913E-04,6.39564388088051784E-05,1.10150308163248629E-04,3.90592731660709513E-01,3.32467994495418769E-04,2.86274125140975806E-04,1.69869609442539794E-02
1.56000000000000000E+02,2.42181372354145844E-02,3.80423971035791952E-01,1.24328461972734658E-03,7.09562963285673999E-05,1.20381543759062528E-04,4.49478349686454393E-01,3.25468136975656439E-04,2.76042889545161812E-04,1.67004526049113235E-02
1.56500000000000000E+02,2.47987703067261908E-02,3.17084467971659845E-01,1.65726990832009043E-03,8.21448188800161011E-05,1.36117287634919651E-04,5.10304013059684314E-01,3.14279614424207738E-04,2.60307145669304621E-04,1.62402782845325888E-02
1.57000000000000000E+02,2.48088583088357517E-02,2.42429615955350980E-01,2.37379894563226074E-03,1.00877934465923142E-04,1.60894440033330623E-04,5.71528164296062569E-01,2.95546498838300574E-04,2.35529993270893433E-04,1.54807300964647943E-02
1.57500000000000000E+02,2.40775243788876429E-02,1.53800221849552055E-01,4.02098896541206070E-03,1.38184786175147949E-04,2.05155810228892926E-04,6.30873334076176295E-01,2.58239647129075863E-04,1.91268623075331102E-04,1.40297475564076946E-02
1.58000000000000000E+02,2.19280012451304046E-02,3.91083619213926231E-02,1.49329799065132194E-02,2.62380481943639123E-04,3.17712547216993069E-04,6.77210702260074515E-01,1.34043951360584581E-04,7.87118860872312165E-05,9.73724472556198803E-03
1.58500000000000000E+02,1.74571289847275241E-02,4.78593707659876150E-04,2.05115840647100200E-01,3.93970805158944234E-04,3.95243630584411006E-04,5.27118786923906568E-01,2.45362814527936674E-06,1.18080271981313278E-06,2.34178390665367928E-03
1.59000000000000000E+02,1.36133580896337387E-02,2.22642449358826760E-04,3.79670904478805027E-01,3.95348560982313835E-04,3.95889810438429925E-04,3.61104465973524746E-01,1.07587232190965728E-06,5.34622865794146932E-07,2.03755423300630047E-03
1.59500000000000000E+02,1.06142005594024001E-02,1.78722410512616034E-04,4.69052858902947234E-01,3.95568362571692563E-04,3.95997104843160720E-04,2.58857811227218793E-01,8.56070732530895870E-07,4.27328461063211930E-07,2.02200337367786738E-03
1.60000000000000000E+02,8.27710417644147121E-03,1.65427004015650117E-04,5.05653757529901937E-01,3.95634908513680858E-04,3.96029599309158614E-04,1.96678303519771114E-01,7.89524790542613915E-07,3.94833995065242801E-07,2.01804490796667979E-03
1.60500000000000000E+02,6.45661413353002325E-03,1.63694426119408702E-04,5.10719692218789767E-01,3.95644692737583830E-04,3.96034108732729062E-04,1.58917760501461919E-01,7.79740566639574469E-07,3.90324571494620894E-07,2.01719981808229799E-03
1.61000000000000000E+02,5.03889943370945843E-03,1.68109411336075281E-04,4.97403203731289600E-01,3.95624626483767497E-04,3.96023820969819754E-04,1.36010248822616725E-01,7.99806820455959548E-07,4.00612334403916960E-07,2.01787229698431256E-03
1.61500000000000000E+02,3.93512781189364093E-03,1.76592886886861930E-04,4.73817088624446991E-01,3.95584958225654950E-04,3.96003777285542920E-04,1.22134253982307497E-01,8.39475078568533685E-07,4.20656018680781043E-07,2.01949724039625356E-03
1.62000000000000000E+02,3.07604253375426406E-03,1.88234408193153744E-04,4.44951701263382182E-01,3.95530169792249653E-04,3.95976184415571929E-04,1.13751341180282198E-01,8.94263511973857119E-07,4.48248888651699788E-07,2.02183400930493586E-03
1.62500000000000000E+02,2.40767319316267242E-03,2.02630804777748650E-04,4.13860692377206019E-01,3.95462257001399778E-04,3.95942022405448249E-04,1.08712008914408770E-01,9.62176302823590129E-07,4.82410898775442641E-07,2.02477503874392032E-03
1.63000000000000000E+02,1.88797399405072112E-03,2.19637285820417638E-04,3.82393539887899259E-01,3.95381957917305524E-04,3.95901648535555923E-04,1.05711092699551160E-01,1.04247538691785427E-06,5.22784768667604487E-07,2.02827771468762916E-03
1.63500000000000000E+02,1.48419604724538958E-03,2.39259645957277082E-04,3.51649228431561656E-01,3.95289278975030254E-04,3.95855057299568489E-04,1.03956435042127995E-01,1.13515432919302777E-06,5.69376004655129683E-07,2.03233608676705799E-03
1.64000000000000000E+02,1.17083766352070115E-03,2.61604844662294831E-04,3.22257922378920258E-01,3.95183758409645538E-04,3.95802007629235625E-04,1.02967623782358575E-01,1.24067489457783171E-06,6.22425674987917105E-07,2.03696724583934952E-03
1.64500000000000000E+02,9.28045670625444671E-04,2.86858474891495184E-04,2.94556737685169545E-01,3.95064540105009257E-04,3.95742059607854548E-04,1.02453678687437169E-01,1.35989319921420774E-06,6.82373696369034787E-07,2.04220583411040234E-03
1.65000000000000000E+02,7.40369617397325158E-04,3.15265324247717825E-04,2.68699852923517168E-01,3.94930501454424034E-04,3.95674643875406978E-04,1.02238809840721534E-01,1.49393184979941955E-06,7.49789428816608671E-07,2.04810063809300830E-03
1.65500000000000000E+02,5.95791199882954943E-04,3.47136917483039363E-04,2.44727900670444060E-01,3.94780217498098428E-04,3.95599032086504357E-04,1.02217327904592759E-01,1.64421580612504305E-06,8.25401217719230115E-07,2.05471286651583802E-03
1.66000000000000000E+02,4.84968230196421829E-04,3.82838421963276260E-04,2.22611905598018189E-01,3.94611978725048496E-04,3.95514359955207318E-04,1.02326295000393114E-01,1.81245457917493909E-06,9.10073349016191850E-07,2.06211696129161067E-03
1.66500000000000000E+02,4.00645989905064261E-04,4.22815975092308163E-04,2.02281274206464884E-01,3.94423781644582746E-04,3.95419596992961078E-04,1.02528915732050654E-01,2.00065165964060535E-06,1.00483631126241504E-06,2.07040030669465103E-03
1.67000000000000000E+02,3.37199125555982923E-04,4.67577861305107747E-04,1.83641644392453729E-01,3.94213268114689496E-04,3.95313544352252782E-04,1.02804512728988010E-01,2.21116518953387336E-06,1.11088895197073477E-06,2.07966564430520301E-03
1.67500000000000000E+02,2.90275476198213506E-04,5.17726336392901635E-04,1.66586332831755890E-01,3.93977695772008204E-04,3.95194799534713038E-04,1.03142450300546584E-01,2.44673753221523658E-06,1.22963376951045154E-06,2.09003298964035526E-03
1.68000000000000000E+02,2.56519109612899190E-04,5.73957987954784110E-04,1.51003629683812896E-01,3.93713878926888264E-04,3.95061732795198807E-04,1.03538502511360597E-01,2.71055437733515096E-06,1.36270050902475214E-06,2.10164089026316711E-03
1.68500000000000000E+02,2.33356067578329752E-04,6.37116930237927991E-04,1.36781428280769030E-01,3.93418025146044840E-04,3.94912393913656606E-04,1.03992687737002237E-01,3.00640815817867893E-06,1.51203939056682623E-06,2.11465488730501298E-03
1.69000000000000000E+02,2.18828306935568852E-04,7.08175717222950100E-04,1.23810032839628020E-01,3.93085709697309216E-04,3.94744512930949112E-04,1.04508087659625645E-01,3.33872360691435786E-06,1.67992037327415481E-06,2.12926761077433932E-03
1.69500000000000000E+02,2.11466451963731358E-04,7.88318575445354219E-04,1.11983881644218977E-01,3.92711623775966929E-04,3.94555352181505793E-04,1.05090160958012782E-01,3.71280952825670614E-06,1.86908112271744680E-06,2.14570970847232376E-03
1.70000000000000000E+02,2.10192953438906327E-04,8.78978984119752039E-04,1.01202407205812195E-01,3.92289348437260149E-04,3.94341597422514655E-04,1.05746517344658703E-01,4.13508486696352069E-06,2.08283588170841582E-06,2.16425900862448695E-03
1.70500000000000000E+02,2.14250420145024542E-04,9.81923245310906568E-04,9.13703516363365276E-02,3.91811031943586278E-04,3.94099180864637254E-04,1.06486974419167560E-01,4.61340136063739104E-06,2.32525243958576177E-06,2.18525493130894682E-03
1.71000000000000000E+02,2.23149685227708058E-04,1.09936911335013765E-03,8.23976560801787244E-02,3.91266863917387258E-04,3.93823007377261955E-04,1.07323847943804965E-01,5.15756938683637313E-06,2.60142592696106138E-06,2.20911957277688782E-03
1.71500000000000000E+02,2.36638384661320652E-04,1.23416342755498375E-03,7.41990022831805068E-02,3.90644324595894267E-04,3.93506555489529981E-04,1.08272565322109632E-01,5.78010870832926180E-06,2.91787781469302355E-06,2.23638938409987699E-03
1.72000000000000000E+02,2.54686434054024447E-04,1.39006722923912186E-03,6.66929685220286617E-02,3.89926987773448180E-04,3.93141240027633846E-04,1.09352635695759870E-01,6.49744553077541083E-06,3.28319327658925703E-06,2.26776389938997689E-03
1.72500000000000000E+02,2.77493289541002632E-04,1.57221011188225313E-03,5.98006888411774240E-02,3.89092611650686054E-04,3.92715395079759567E-04,1.10589217953270563E-01,7.33182165353761470E-06,3.70903822446350420E-06,2.30418515647449768E-03
1.73000000000000000E+02,3.05524574939403429E-04,1.78790658981584387E-03,5.34437904106951911E-02,3.88109701011651810E-04,3.92212448002224095E-04,1.12015639792306748E-01,8.31473229257182519E-06,4.21198530199907156E-06,2.34697467379840850E-03
1.73500000000000000E+02,3.39595793018028188E-04,2.04815452912588628E-03,4.75409836885337250E-02,3.86931308318488605E-04,3.91607582846268082E-04,1.13677664480708027E-01,9.49312498573494095E-06,4.81685045795505395E-06,2.39808150511333943E-03
1.74000000000000000E+02,3.81045615800086862E-04,2.37066535111258225E-03,4.20020712994852996E-02,3.85482579381968976E-04,3.90861048974178876E-04,1.15641118469281157E-01,1.09418539222544713E-05,5.56338433004432066E-06,2.46057295329029204E-03
1.74500000000000000E+02,4.32099120161796662E-04,2.78666516411971371E-03,3.67165331724977895E-02,3.83633136108680348E-04,3.89903202750169176E-04,1.18006400784926621E-01,1.27912971955429879E-05,6.52123055405396363E-06,2.53969873825300773E-03
1.75000000000000000E+02,4.96701861215587777E-04,3.35842008872110466E-03,3.15294696335877075E-02,3.81127229580488773E-04,3.88596353727671236E-04,1.20938721578933400E-01,1.52972037237345096E-05,7.82807957655178276E-06,2.64551856848472839E-03
1.75500000000000000E+02,5.82734804781979781E-04,4.23377541602058208E-03,2.61853644594380632E-02,3.77372146484472289E-04,3.86617707460206155E-04,1.24737775433980458E-01,1.90522868197511262E-05,9.80672584401688878E-06,2.80060374931480815E-03
1.76000000000000000E+02,7.09362403877973006E-04,5.87063187461475244E-03,2.01869094566222047E-02,3.70607605601367080E-04,3.82989521570512069E-04,1.30012010116932947E-01,2.58168277028562679E-05,1.34349117337110223E-05,3.06888748763846104E-03
1.76500000000000000E+02,9.41542754124637376E-04,1.04472457365247153E-02,1.25460454461438376E-02,3.53207220722187890E-04,3.73289759899956338E-04,1.38024073700492078E-01,4.32172125820353859E-05,2.31346734042668707E-05,3.70942229347355186E-03
1.77000000000000000E+02,1.62716600628035404E-03,3.46434868628184359E-02,4.03332785342685844E-03,2.83198569306366936E-04,3.29395234991485268E-04,1.48754121159559521E-01,1.13225863997856428E-04,6.70291983127379741E-05,6.16863266611204341E-03
1.77500000000000000E+02,3.97716209760224683E-03,1.34496097032872658E-01,1.10919682883514354E-03,1.52837999837680057E-04,2.20166403243154951E-04,1.58005521471289684E-01,2.43586433466543267E-04,1.76258030061068264E-04,1.18980370817720633E-02
1.78000000000000000E+02,7.93899172566393113E-03,2.80273088505147538E-01,6.31205744019322631E-04,9.09126271733172946E-05,1.47826889790830687E-04,1.73131641371935208E-01,3.05511806130906449E-04,2.48597543513392582E-04,1.53356399101331128E-02
1.78500000000000000E+02,1.20775822267057305E-02,3.93517061705234650E-01,5.45517877321442302E-04,6.91576009762645099E-05,1.17750386811921851E-04,1.98242118981720256E-01,3.27266832327958990E-04,2.78674046492301351E-04,1.65656753305813143E-02
1.79000000000000000E+02,1.57314567926331202E-02,4.57366496508424369E-01,5.65472703083065315E-04,6.09360541681746529E-05,1.05628784008907287E-04,2.33056495698431121E-01,3.35488379136048888E-04,2.90795649295316023E-04,1.70255046833819521E-02
1.79500000000000000E+02,1.87379656448319540E-02,4.79517087537560172E-01,6.39802702777257800E-04,5.85121605004402680E-05,1.01972481710213756E-04,2.76146871940964267E-01,3.37912272803783198E-04,2.94451951594009635E-04,1.71770097108817840E-02
1.80000000000000000E+02,2.10982173544700911E-02,4.70441481243658033E-01,7.60536804358624328E-04,5.94545936896730289E-05,1.03404066050897175E-04,3.25882177874965429E-01,3.36969839614550471E-04,2.93020367253326122E-04,1.71617354736877184E-02
1.80500000000000000E+02,2.28580574275870640E-02,4.38659044145411126E-01,9.35723515603063350E-04,6.30600327682146920E-05,1.08817629674265784E-04,3.80687843298627593E-01,3.33364400536008767E-04,2.87606803629957485E-04,1.70230504380939236E-02
1.81000000000000000E+02,2.40633846706475966E-02,3.90205686384820338E-01,1.18849465385626406E-03,6.94943646862387768E-05,1.18270022452450927E-04,4.39093346602610124E-01,3.26930068617984737E-04,2.78154410851772329E-04,1.67606106628720650E-02
1.81500000000000000E+02,2.47369018553297744E-02,3.28871078987575560E-01,1.57055510409201599E-03,7.98035677902177642E-05,1.32885195929996307E-04,4.99686083899352818E-01,3.16620865514005722E-04,2.63539237374227017E-04,1.63363338310694439E-02
1.82000000000000000E+02,2.48526472423163079E-02,2.56222121770088518E-01,2.21338365742276225E-03,9.68019979697530840E-05,1.55661556646158718E-04,5.60968288009709215E-01,2.99622435334470497E-04,2.40762876658064633E-04,1.56444300402134757E-02
1.82500000000000000E+02,2.42738401033654946E-02,1.70507870799029071E-01,3.58929173385163320E-03,1.29197557256212586E-04,1.95053232383200808E-04,6.20894143991895908E-01,2.67226876048011280E-04,2.01371200921022516E-04,1.43711888528754161E-02
1.83000000000000000E+02,2.24806804053448717E-02,6.13582384476775364E-02,1.00768226626620043E-02,2.23616576696737776E-04,2.87163173635535042E-04,6.72653269068038684E-01,1.72807856607486225E-04,1.09261259668688336E-04,1.10172812260686936E-02
1.83500000000000000E+02,1.82235684452328635E-02,6.86116255139794236E-04,1.64259938600041011E-01,3.92767369741985647E-04,3.94701967966306624E-04,5.63450434401066902E-01,3.65706356223847435E-06,1.72246533791670899E-06,2.65833482353995502E-03
1.84000000000000000E+02,1.42133995836330844E-02,2.38038449558876792E-04,3.56571524692148589E-01,3.95270616647856450E-04,3.95851998789411707E-04,3.84560234812610480E-01,1.15381665636767851E-06,5.72434514811623014E-07,2.04526359976293969E-03
1.84500000000000000E+02,1.10819624621416660E-02,1.83125317569529585E-04,4.58099912000221265E-01,3.95546433528820302E-04,3.95986372214920479E-04,2.73148084132142643E-01,8.77999775403615360E-07,4.38061089303065979E-07,2.02331685854784723E-03
1.85000000000000000E+02,8.64153298122105618E-03,1.66654653281080647E-04,5.02039768650803797E-01,3.95628676277259643E-04,3.96026576106512545E-04,2.05361555329130613E-01,7.95757026964037775E-07,3.97857197711110034E-07,2.01843124198220663E-03
