time,Cdh1,Trim,Clb,Sic,PTrim,PClb,SBF,IE,Cdc20a,Cdc20,Swe1,Swe1M,PSwe1,PSwe1M,Mih1a,Mcm,BE,Cln,mass
77.0,41.99263656,0.08441067499999999,0.18453673000000004,0.0035491783999999083,1.402314e-05,3.0203049e-05,-1.8759453600000002,0.52220768,2.4384692,0.1722378,0.00031588585,0.018360127,0.00020500785,0.013336782,-1.1919092500000001,0.93289256,0.00024296179,0.053600963,0.80224854
78.0,42.99263656,0.08441067499999999,0.18453673000000004,0.0035491783999999083,1.402314e-05,3.0203049e-05,-1.8759453600000002,0.52220768,2.4384692,0.1722378,0.00031588585,0.018360127,0.00020500785,0.013336782,-1.1919092500000001,0.93289256,0.00024296179,0.053600963,0.80224854
79.0,43.99263656,0.08441067499999999,0.18453673000000004,0.0035491783999999083,1.402314e-05,3.0203049e-05,-1.8759453600000002,0.52220768,2.4384692,0.1722378,0.00031588585,0.018360127,0.00020500785,0.013336782,-1.1919092500000001,0.93289256,0.00024296179,0.053600963,0.80224854
80.0,42.99263656,0.08441067499999999,0.18453673000000004,0.0035491783999999083,1.402314e-05,3.0203049e-05,-1.8759453600000002,0.52220768,2.4384692,0.1722378,0.00031588585,0.018360127,0.00020500785,0.013336782,-1.1919092500000001,0.93289256,0.00024296179,0.053600963,0.80224854
81.0,43.99263656,0.08441067499999999,0.18453673000000004,0.0035491783999999083,1.402314e-05,3.0203049e-05,-1.8759453600000002,0.52220768,2.4384692,0.1722378,0.00031588585,0.018360127,0.00020500785,0.013336782,-1.1919092500000001,0.93289256,0.00024296179,0.053600963,0.80224854
82.0,43.99263656,0.08441067499999999,0.18453673000000004,0.0035491783999999083,1.402314e-05,3.0203049e-05,-0.8759453600000002,0.52220768,2.4384692,0.1722378,0.00031588585,0.018360127,0.00020500785,0.013336782,-1.1919092500000001,0.93289256,0.00024296179,0.053600963,0.80224854
83.0,43.99263656,0.08441067499999999,-0.81546327,0.0035491783999999083,1.402314e-05,3.0203049e-05,-0.8759453600000002,0.52220768,2.4384692,0.1722378,0.00031588585,0.018360127,0.00020500785,0.013336782,-1.1919092500000001,0.93289256,0.00024296179,0.053600963,0.80224854
84.0,43.99263656,1.084410675,-1.81546327,0.0035491783999999083,1.402314e-05,3.0203049e-05,-0.8759453600000002,0.52220768,2.4384692,0.1722378,0.00031588585,0.018360127,0.00020500785,0.013336782,-1.1919092500000001,0.93289256,0.00024296179,0.053600963,0.80224854
85.0,43.99263656,1.084410675,-0.81546327,0.0035491783999999083,1.402314e-05,3.0203049e-05,-0.8759453600000002,0.52220768,2.4384692,0.1722378,0.00031588585,0.018360127,0.00020500785,0.013336782,-1.1919092500000001,0.93289256,0.00024296179,0.053600963,0.80224854
86.0,43.99263656,0.08441067499999999,-0.81546327,1.0035491784,1.402314e-05,3.0203049e-05,-0.8759453600000002,0.52220768,2.4384692,0.1722378,0.00031588585,0.018360127,0.00020500785,0.013336782,-1.1919092500000001,0.93289256,0.00024296179,0.053600963,0.80224854
87.0,43.99263656,-0.915589325,0.18453673000000004,2.0035491784,1.402314e-05,3.0203049e-05,-0.8759453600000002,0.52220768,2.4384692,0.1722378,0.00031588585,0.018360127,0.00020500785,0.013336782,-1.1919092500000001,0.93289256,0.00024296179,0.053600963,0.80224854
88.0,43.99263656,0.08441067499999999,-0.81546327,1.0035491784000001,1.402314e-05,3.0203049e-05,-0.8759453600000002,0.52220768,2.4384692,0.1722378,0.00031588585,0.018360127,0.00020500785,0.013336782,-1.1919092500000001,0.93289256,0.00024296179,0.053600963,0.80224854
89.0,43.99263656,-0.915589325,0.18453673000000004,2.0035491784,1.402314e-05,3.0203049e-05,-0.8759453600000002,0.52220768,2.4384692,0.1722378,0.00031588585,0.018360127,0.00020500785,0.013336782,-1.1919092500000001,0.93289256,0.00024296179,0.053600963,0.80224854
90.0,43.99263656,0.08441067499999999,-0.81546327,1.0035491784000001,1.402314e-05,3.0203049e-05,-0.8759453600000002,0.52220768,2.4384692,0.1722378,0.00031588585,0.018360127,0.00020500785,0.013336782,-1.1919092500000001,0.93289256,0.00024296179,0.053600963,0.80224854
91.0,43.99263656,-0.915589325,0.18453673000000004,2.0035491784,1.402314e-05,3.0203049e-05,-0.8759453600000002,0.52220768,2.4384692,0.1722378,0.00031588585,0.018360127,0.00020500785,0.013336782,-1.1919092500000001,0.93289256,0.00024296179,0.053600963,0.80224854
92.0,43.99263656,0.08441067499999999,0.18453673000000004,1.0035491784000001,1.402314e-05,3.0203049e-05,-0.8759453600000002,0.52220768,2.4384692,0.1722378,0.00031588585,0.018360127,0.00020500785,0.013336782,-1.1919092500000001,0.93289256,0.00024296179,0.053600963,0.80224854
93.0,44.99263656,0.08441067499999999,0.18453673000000004,1.0035491784000001,1.402314e-05,3.0203049e-05,-0.8759453600000002,0.52220768,2.4384692,0.1722378,0.00031588585,0.018360127,0.00020500785,0.013336782,-1.1919092500000001,0.93289256,0.00024296179,0.053600963,0.80224854
94.0,44.99263656,1.084410675,-0.81546327,0.0035491784000001303,1.402314e-05,3.0203049e-05,-0.8759453600000002,0.52220768,2.4384692,0.1722378,0.00031588585,0.018360127,0.00020500785,0.013336782,-1.1919092500000001,0.93289256,0.00024296179,0.053600963,0.80224854
95.0,44.99263656,0.08441067499999999,-0.81546327,1.0035491784000001,1.402314e-05,3.0203049e-05,-0.8759453600000002,0.52220768,2.4384692,0.1722378,0.00031588585,0.018360127,0.00020500785,0.013336782,-1.1919092500000001,0.93289256,0.00024296179,0.053600963,0.80224854
96.0,44.99263656,-0.915589325,0.18453673000000004,2.0035491784,1.402314e-05,3.0203049e-05,-0.8759453600000002,0.52220768,2.4384692,0.1722378,0.00031588585,0.018360127,0.00020500785,0.013336782,-1.1919092500000001,0.93289256,0.00024296179,0.053600963,0.80224854
